	index	oldIndex	journal	title	text	year	lang	type	region	PMID	url	key	contentId
1381	1381	15	JACC. Basic to translational science	Cathepsin A Inhibitors to Treat Heart Disease: Much Potential, Many Questions.	 	2019	eng	Editorial	United States	31312758	https://www.ncbi.nlm.nih.gov/pubmed/31312758	heart+disease	8620166073102656574
1382	1382	199	Journal of medical systems	Age Prediction Based on Brain MRI Image: A Survey.	Human age prediction is an interesting and applicable issue in different fields. It can be based on various criteria such as face image, DNA methylation, chest plate radiographs, knee radiographs, dental images and etc. Most of the age prediction researches have mainly been based on images. Since the image processing and Machine Learning (ML) techniques have grown up, the investigations were led to use them in age prediction problem. The implementations would be used in different fields, especially in medical applications. Brain Age Estimation (BAE) has attracted more attention in recent years and it would be so helpful in early diagnosis of some neurodegenerative diseases such as Alzheimer, Parkinson, Huntington, etc. BAE is performed on Magnetic Resonance Imaging (MRI) images to compute the brain ages. Studies based on brain MRI shows that there is a relation between accelerated aging and accelerated brain atrophy. This refers to the effects of neurodegenerative diseases on brain structure while making the whole of it older. This paper reviews and summarizes the main approaches for age prediction based on brain MRI images including preprocessing methods, useful tools used in different research works and the estimation algorithms. We categorize the BAE methods based on two factors, first the way of processing MRI images, which includes pixel-based, surface-based, or voxel-based methods and second, the generation of ML algorithms that includes traditional or Deep Learning (DL) methods. The modern techniques as DL methods help MRI based age prediction to get results that are more accurate. In recent years, more precise and statistical ML approaches have been utilized with the help of related tools for simplifying computations and getting accurate results. Pros and cons of each research and the challenges in each work are expressed and some guidelines and deliberations for future research are suggested.	2019	eng	Review	United States	31297614	https://www.ncbi.nlm.nih.gov/pubmed/31297614	aging	-8757701761088346244
1383	1383	46	Comparative immunology, microbiology and infectious diseases	Antimicrobial resistances, and molecular typing of Campylobacter jejuni isolates, separated from food-producing animals and diarrhea patients in Iran.	The aims of this study were to regain new epidemiology information about frequency, drug resistance rates, and typing of Campylobacter jejuni (C. jejuni) isolates, obtained from some poultry and cattle farms, slaughterhouses, and people with diarrhea. In this regard, Minimal Inhibitory Concentration (MIC) of several antibiotics and the associated antibiotic resistance genes, including tetO, tetA, cmeB, and bla	2019	eng	Journal Article	England	31300113	https://www.ncbi.nlm.nih.gov/pubmed/31300113	Diarrhea	8267509427016592713
1384	1384	426	Royal Society open science	Smoking does not accelerate leucocyte telomere attrition: a meta-analysis of 18 longitudinal cohorts.	Smoking is associated with shorter leucocyte telomere length (LTL), a biomarker of increased morbidity and reduced longevity. This association is widely interpreted as evidence that smoking causes accelerated LTL attrition in adulthood, but the evidence for this is inconsistent. We analysed the association between smoking and LTL dynamics in 18 longitudinal cohorts. The dataset included data from 12 579 adults (4678 current smokers and 7901 non-smokers) over a mean follow-up interval of 8.6 years. Meta-analysis confirmed a cross-sectional difference in LTL between smokers and non-smokers, with mean LTL 84.61 bp shorter in smokers (95% CI: 22.62 to 146.61). However, LTL attrition was only 0.51 bp yr	2019	eng	Journal Article	England	31312500	https://www.ncbi.nlm.nih.gov/pubmed/31312500	smoking	1772786465683785304
1385	1385	8	Primary care diabetes	Impact of diabetes education teams in primary care on processes of care indicators.	Onsite education teams in primary care settings can potentially improve diabetes management as shown in two process of care indicators: medical visits and foot exams. The results support the benefits of having education teams in primary care settings to increase adherence to practice guidelines.	2019	eng	Journal Article	England	31296470	https://www.ncbi.nlm.nih.gov/pubmed/31296470	flu	-8467102776052559275
1386	1386	242	Cancer science	Lipid peroxidation increases hydrogen peroxide permeability leading to cell death in cancer cell lines that lack mtDNA.	Lipid peroxidation is a cause of cell and tissue injury. An important product of plasma membrane lipid peroxidation is HNE. We have established mtDNA-depleted ρ	2019	eng	Journal Article	England	31314163	https://www.ncbi.nlm.nih.gov/pubmed/31314163	stress	4117174730087083056
1387	1387	170	The journal of nursing research : JNR	Readiness for Behavior Change in Patients Living With Ischemic Heart Disease.	Patients are not adequately ready to change their health-related behaviors. Higher cardiovascular risk predicts higher readiness to change health behaviors.	2019	eng	Journal Article	China (Republic : 1949- )	31283634	https://www.ncbi.nlm.nih.gov/pubmed/31283634	heart+disease	5308984234271987921
1388	1388	690	Human brain mapping	Characterization of a temporoparietal junction subtype of Alzheimer's disease.	Alzheimer's disease (AD) subtypes have been described according to genetics, neuropsychology, neuropathology, and neuroimaging. Thirty-one patients with clinically probable AD were selected based on perisylvian metabolic decrease on FDG-PET. They were compared to 25 patients with a typical pattern of decreased posterior metabolism. Tree-based machine learning was used on those 56 images to create a classifier that was subsequently applied to 207 Alzheimer's Disease Neuroimaging Initiative (ADNI) patients with AD. Machine learning was also used to discriminate between the two ADNI groups based on neuropsychological scores. Compared to AD patients with a typical precuneus metabolic decrease, the new subtype showed stronger hypometabolism in the temporoparietal junction. The classifier was able to distinguish the two groups in the ADNI population. Both groups could only be distinguished cognitively by Trail Making Test-A scores. This study further confirms that there is more than a typical metabolic pattern in probable AD with amnestic presentation.	2019	eng	Journal Article	United States	31243829	https://www.ncbi.nlm.nih.gov/pubmed/31243829	Alzheimer	-447851796385928420
1389	1389	328	Frontiers in psychology	Challenge and Threat: A Critical Review of the Literature and an Alternative Conceptualization.	In this article, the authors describe a new theory, the Evaluative Space Approach to Challenge and Threat (ESACT). Prompted by the Biopsychosocial model of challenge and threat (BPS: Blascovich and Tomaka, 1996) and the development of the Theory of Challenge and Threat States in Athletes (Jones et al., 2009), recent years have witnessed a considerable increase in research examining challenge and threat in sport. This manuscript provides a critical review of the literature examining challenge and threat in sport, tracing its historical development and some of the current empirical ambiguities. To reconcile some of these ambiguities, and utilizing neurobiological evidence associated with approach and avoidance motivation (c.f. Elliot and Covington, 2001), this paper draws upon the Evaluative Space Model (ESM; Cacioppo et al., 1997) and considers the implications for understanding challenge and threat in sport. For example, rather than see challenge and threat as opposite ends of a single bipolar continuum, the ESM implies that individuals could be (1) challenged, (2) threatened, (3) challenged and threatened, or (4) neither challenged or threatened by a particular stimulus. From this perspective, it could be argued that the appraisal of some sport situations as both challenging 	2019	eng	Review	Switzerland	31312151	https://www.ncbi.nlm.nih.gov/pubmed/31312151	stress	-324861070284719256
1390	1390	372	Scientific reports	Poorly controlled diabetes during pregnancy and lactation activates the Foxo1 pathway and causes glucose intolerance in adult offspring.	Exposure to maternal diabetes during pregnancy results in diabetes in offspring, but its underlying mechanisms are unclear. Here, we investigated the phenotype and molecular defects of the offspring of poorly controlled diabetic female mice generated by streptozotocin (STZ) administration. Offspring was exposed to maternal diabetes during pregnancy and lactation. The body weight of STZ offspring was lower than that of control offspring at birth and in adulthood, and glucose tolerance was impaired in adult STZ offspring. Interestingly, the phenotype was more pronounced in male offspring. We next investigated the morphology of islets and expression of β cell-related genes, but no significant changes were observed. However, transcriptome analysis of the liver revealed activation of the fork head box protein O1 (Foxo1) pathway in STZ male offspring. Notably, two key gluconeogenesis enzyme genes, glucose 6 phosphatase catalytic subunit (G6pc) and phosphoenolpyruvate carboxykinase 1 (Pck1), were upregulated. Consistent with this finding, phosphorylation of Foxo1 was decreased in the liver of STZ male offspring. These changes were not obvious in female offspring. The activation of Foxo1 and gluconeogenesis in the liver may have contributed to the impaired glucose tolerance of STZ male offspring.	2019	eng	Journal Article	England	31308441	https://www.ncbi.nlm.nih.gov/pubmed/31308441	diabetes	-5204755921272353160
1391	1391	207	The patient	A Patient-Centered Description of Severe Asthma: Patient Understanding Leading to Assessment for a Severe Asthma Referral (PULSAR).	A patient-centered description of severe asthma has been developed and tested using patients with severe asthma; this description will allow patients to assess whether they might have severe asthma and prompt them to visit their healthcare provider, if appropriate.	2019	eng	Journal Article	New Zealand	31313272	https://www.ncbi.nlm.nih.gov/pubmed/31313272	asthma	5302085907556673015
1392	1392	234	Public health nursing (Boston, Mass.)	Addressing the resurgence of measles and vaccine refusal in the United States through public health nursing.	 	2019	eng	Editorial	United States	31309622	https://www.ncbi.nlm.nih.gov/pubmed/31309622	vaccine	-377975173223377441
1393	1393	130	AIDS (London, England)	Simplifying switch to second-line antiretroviral therapy in sub Saharan Africa: predicted effect of using a single viral load to define efavirenz-based first-line failure.	As a step towards reducing unnecessary mortality associated with delayed second-line ART switch, defining failure of first-line efavirenz-based regimens as a single viral load more than 1000 copies/ml should be considered.	2019	eng	Journal Article	England	31305331	https://www.ncbi.nlm.nih.gov/pubmed/31305331	HIV	-5179565226573622983
1394	1394	53	International journal of environmental health research	Molecular characterization and antimicrobial resistance profiles of 	This study analysed 330 environmental substrates from three dairy farms for the occurrence, drug resistance and the genetic mutations of MTBC (	2019	eng	Journal Article	England	31305130	https://www.ncbi.nlm.nih.gov/pubmed/31305130	tuberculosis	-1687864471892802710
1395	1395	323	Revue medicale suisse	[Exercise induced dyspnea in adolescents].	La dyspnée d’effort est une plainte fréquente chez l’adolescent, qu’il soit sédentaire ou sportif de compétition. Cette plainte peut être associée à une baisse des performances sportives et à une fatigue générale. Elle peut être causée par diverses étiologies, parfois concomitantes. Il est important pour les cliniciens d’obtenir une anamnèse spécifique pour ensuite réaliser les examens complémentaires appropriés. Les trois entités diagnostiques les plus fréquentes sont l’asthme/bronchoconstriction induite par l’effort, l’obstruction laryngée induite par l’exercice, et le déconditionnement physique, présentant chacune des caractéristiques distinctives. La prise en charge thérapeutique doit être individualisée et dépend de l’étiologie retrouvée, incluant des mesures environnementales et un traitement médicamenteux approprié.	2019	fre	Journal Article	Switzerland	31290625	https://www.ncbi.nlm.nih.gov/pubmed/31290625	asthma	1433393829724383645
1396	1396	353	The Journal of the American Osteopathic Association	Osteopathic and Allopathic Physician Interpersonal Manner, Empathy, and Communication Style and Clinical Status of Their Patients: A Pain Registry-Based Study.	The mechanisms underlying lesser use of NSAIDs and opioids, superior clinical status measures, and more favorable perceptions of physician interpersonal manner and empathy reported by patients treated by DOs warrant further investigation.	2019	eng	Journal Article	United States	31305871	https://www.ncbi.nlm.nih.gov/pubmed/31305871	depression	6829640091575814990
1397	1397	178	Case reports in cardiology	A Rare Case of Takotsubo Syndrome and Acute Coronary Syndrome of the Right Coronary Artery.	Takotsubo syndrome (TTS) is an increasingly recognized heart disease that was initially regarded as a benign condition, but since has proven to cause irreversible myocardial damage, resembling that of acute coronary syndrome (ACS). The etiology of TTS is still uncertain but may be associated with catecholamine elevations during times of emotional or physical stress. Catecholamines are also understood to have prothrombotic properties, which could lead to ACS. With these similarities, differentiating these two pathologies can be difficult, especially when TTS and ACS occur simultaneously.	2019	eng	Case Reports	United States	31281681	https://www.ncbi.nlm.nih.gov/pubmed/31281681	heart+disease	-3590865837401183812
1398	1398	483	Journal of clinical and translational hepatology	A Mimic of Hepatic Encephalopathy: Two Cases of Cryptococcal Meningitis in North America.	In the non-human immunodeficiency virus infected population, cryptococcosis occurs primarily in people who are functionally immunosuppressed, including patients who have undergone solid organ transplantation requiring immunosuppressive medications, are on corticosteroids, or have renal failure or cirrhosis. Cryptococcal meningitis poses a particular challenge in the setting of cirrhosis because its clinical presentation can mimic hepatic encephalopathy. Here, we describe two patients with decompensated cirrhosis, both with a known history of hepatic encephalopathy who had lumbar punctures and were found to have cryptococcal meningitis. The first patient had a subacute fluctuating change in mental status, while the second patient had progressive subacute headaches, gait disturbance, and hearing loss. Both patients were treated with amphotericin B and flucytosine induction, but only the second survived to maintenance therapy. These cases demonstrate the importance of having a high index of suspicion for cryptococcal meningitis in cirrhosis and having a low threshold for performing a lumbar puncture when altered mental status or other neurologic complaints are not fully explained by hepatic encephalopathy. We also provide a brief review of the pathobiology of cryptococcal infection in cirrhosis and highlight the challenges in therapy.	2019	eng	Case Reports	China	31293920	https://www.ncbi.nlm.nih.gov/pubmed/31293920	Cirrhosis	-5060993828460133882
1399	1399	728	Molecular aspects of medicine	Contribution of brown adipose tissue to human energy metabolism.	"The present ""obesogenic' environment has favored excessive energy intake resulting in the current obesity epidemic and its associated diseases. The epidemic has incentivized scientists to develop novel behavioral and pharmacological strategies that enhance energy expenditure to compensate for excessive energy intake. Although physical activity is effective to increase total energy expenditure, it is insufficient to induce negative energy balance and weight loss. With the discovery of brown adipose tissue (BAT) in adult humans, BAT activation soon emerged as a potential strategy for elevating energy expenditure. BAT is the only tissue that expresses uncoupling protein 1, conferring on this tissue high thermogenic capacity due to a low efficiency for mitochondrial ATP generation. Potential manipulation of BAT mass and activity has fueled the interest in altering whole-body energy balance through increased energy expenditure. Remarkable advances have been made in quantifying the amount and activity of BAT in humans. Many studies have concluded that the amount of active BAT appears insufficient to induce meaningful increases in energy expenditure. Thus, the majority of studies report that BAT activation does not influence body weight and metabolic control in humans. Strategies to increase BAT mass and/or to potentiate BAT activity seem necessary."	2019	eng	Review	England	31306668	https://www.ncbi.nlm.nih.gov/pubmed/31306668	obesity	4300652811307550975
1400	1400	547	Journal of the American Board of Family Medicine : JABFM	Implementing Practice Changes in Family Medicine to Enhance Care and Prevent Disease Progression.	This issue epitomizes family medicine with a heavy emphasis on research to prevent illness and illness progression. Which patients will experience significant symptomatic knee osteoarthritis? Do the elderly use retail clinics, and what is the impact on care for chronic conditions? Does capitation payment enhance or decrease same-day access? How do primary care practices risk stratify to provide integrated care? Can risk screening and on-site providers enhance psychiatric care? What screening questions should we ask adolescents, to identify problematic drug use? A report on a practice intervention to improve opioid prescribing practices, and another on the significant level of depression in many patients taking opioid medications. Which works better for smoking cessation-e-cigarettes or nicotine gum? Reminders about teratogenic drugs and those that cause hyperpigmentation. Interdisciplinary care with pharmacists in the office does not help just the patients. We have several articles on diabetes-early diagnosis, and consideration of screening for prediabetes as a quality standard-with added commentaries about this possibility.	2019	eng	Editorial	United States	31300564	https://www.ncbi.nlm.nih.gov/pubmed/31300564	smoking	-3870015206307768313
1401	1401	138	Blood	Subcutaneous Delivery of Daratumumab in Relapsed or Refractory Multiple Myeloma.	Daratumumab, a human monoclonal antibody targeting CD38, is approved as monotherapy and in combination regimens for patients with multiple myeloma (MM). Currently, daratumumab is administered IV. The phase 1b PAVO (MMY1004) study evaluated subcutaneously administered daratumumab in combination with the recombinant human hyaluronidase PH20 enzyme (rHuPH20) in patients with relapsed or refractory MM (RRMM). Part 1 of the study, reported here, evaluated a mix-and-deliver (MD) formulation of daratumumab and rHuPH20 (DARA-MD) administered by subcutaneous infusion. Patients received subcutaneous daratumumab per the approved IV monotherapy dosing schedule at 1,200 mg (n=8) or 1,800 mg (n=45). Primary endpoints were safety and pharmacokinetics. The most common treatment emergent adverse events (TEAEs) with DARA-MD 1,200 mg were thrombocytopenia, upper respiratory tract infection (URTI), insomnia, and decreased appetite (37.5% each). Anemia (33.3%), URTI, pyrexia, and diarrhea (26.7% each) were the most common TEAEs with DARA-MD 1,800 mg. One patient in the 1,200 mg dose group (12.5%) and 11 patients in the 1,800 mg dose group (24.4%) experienced infusion-related reactions, which were generally grade 1-2 and typically occurred at the first infusion. The 1,800 mg dose achieved similar or greater serum concentrations compared to the 16 mg/kg IV dose. Overall response rates of 25.0% and 42.2% were achieved with 1,200 mg and 1,800 mg DARA-MD, respectively. Subcutaneous administration of DARA-MD was well tolerated in patients with RRMM, with the 1,800 mg dose demonstrating pharmacokinetic concentrations and responses consistent with IV daratumumab in a similar patient population. This study was registered at www.clinicaltrials.gov as #NCT02519452.	2019	eng	Journal Article	United States	31270103	https://www.ncbi.nlm.nih.gov/pubmed/31270103	Diarrhea	-6999287066519531005
1402	1402	56	Reviews on environmental health	Agreement between parental and student reports on respiratory symptoms and school environment in young Romanian children - evidence from the SINPHONIE project.	Background Environmental research involving children often relies on the self-report or parental report of symptoms and environmental issues. While previous studies explored the agreements between child and parental reports, few of them were conducted in younger children and in developing countries. In this study, we addressed the research gaps by assessing the agreement between child and parental report on respiratory symptoms and school environment in Romanian primary schools. Methods Two hundred and eighty students from five schools and their parents participated in this study. Information on child's respiratory symptoms and perceptions of school environment was collected via both student and parent questionnaires. Agreement between the two questionnaires was assessed by absolute agreement rates and kappa statistics. Prevalence index (PI), bias index (BI) and maximum attainable kappas were calculated to identify potential sources of disagreements. Results The agreement between student and parent questionnaires was low. Compared to the student's report, parents often reported more symptoms than their children, particularly flu-like symptoms, and school environment problems. Parent and child tend to agree when there was no symptom reported, but disagreements often occurred when symptoms were reported. After adjusting for the PI, the agreements for asthma and allergic symptoms improved substantially. Disagreement on reporting of flu-like symptoms was strongly affected by pre-existing causes, such as different understandings of the questions between students and parents. Conclusion Parental report may have a higher sensitivity in capturing a child's respiratory symptoms and school environment problems compared to self-report among young children in developing countries.	2019	eng	Journal Article	Germany	31216266	https://www.ncbi.nlm.nih.gov/pubmed/31216266	flu	-4338308747999225618
1403	1403	164	Journal of health & pollution	Public Health Burden of E-waste in Africa.	The authors declare no competing financial interests.	2019	eng	Review	United States	31259086	https://www.ncbi.nlm.nih.gov/pubmed/31259086	headache	-6359164149051198083
1404	1404	282	Neurosurgery	Neoantigen-Targeting Vaccine Promotes T-Cell Response in Glioblastoma.	 	2019	eng	Journal Article	United States	31304540	https://www.ncbi.nlm.nih.gov/pubmed/31304540	vaccine	-8204817396973648779
1405	1405	334	Parasites & vectors	Co-immunization with two recombinant Eimeria tenella lines expressing immunoprotective antigens of E. maxima elicits enhanced protection against E. maxima infection.	These results demonstrated that Eimeria is an effective vaccine vector that can carry and deliver heterologous Eimeria antigens to the host immune system and trigger specific immune responses. Our results also suggested that increasing the number of recombinant Eimeria lines is an effective approach to enhance protective immunity against infections with heterologous pathogens.	2019	eng	Journal Article	England	31300007	https://www.ncbi.nlm.nih.gov/pubmed/31300007	vaccine	-462708537764773317
1406	1406	175	European journal of breast health	Unexpected Finding on Mammography and MRI due to Accumulation of Iron Oxide Particles Used for Sentinel Lymph Node Detection.	We present a case with imaging artefacts on mammography and Magnetic Resonance Imaging (MRI) caused by iron oxide particles. After being diagnosed with the medullary cancer of the breast, the female patient had a breast conserving surgery on right breast. Iron oxide particles were used for the detection of the sentinel lymph node during operation. On follow ups, a de novo density on mammography, which was initially thought to be a new tumour, was found. MR images proved that the lesion is an artefact caused by iron oxide accumulation. Our aim in this case study is to underline and discuss the imaging artefacts caused by these particles and raise awareness.	2019	eng	Case Reports	Turkey	31312798	https://www.ncbi.nlm.nih.gov/pubmed/31312798	cancer	5239464617027010625
1407	1407	96	BMC research notes	Premarital sexual practice and associated factors among adolescents in the refugee camps in Tigray, northern Ethiopia.	The prevalence of premarital sexual practice was 47.6% [95% CI (43.3%, 51.9%)]. The age (mean ± SD) of the study participants was 17.4 ± 2.71 (15-24 years) and 68.8% of them were males. Being in the age group 14-19 years [AOR = 4.50, 95% CI (2.29-8.84)] or 20-24 years [AOR = 9.76, CI (4.58-20.82)], living with friends [AOR = 5.24, 95% CI (2.28-12.05)] or alone [AOR = 5.72, 95% CI (2.69-12.19)], being in primary school [AOR = 6.93, 95% CI (3.08-15.57)] or college [AOR = 4.33, CI (1.44-13.02)], getting pocket money [AOR = 4.14, 95% CI (2.31-7.41)], parents being either divorced [AOR = 5.11, 95% CI (2.42-10.80)] or widowed [AOR = 3.52, 95% CI (1.69-7.33)], alcohol consumption [AOR = 1.99, 95% CI (1.20-3.38)] were independent predictors of premarital sexual practice among the adolescents.	2019	eng	Journal Article	England	31307553	https://www.ncbi.nlm.nih.gov/pubmed/31307553	HIV	-945863510619496974
1408	1408	216	Journal of neurophysiology	Field potential 1/f activity in the subcallosal cingulate region as a candidate signal for monitoring deep brain stimulation for treatment resistant depression.	1/f slope can be measured longitudinally in a combined SCC-DBS/LFP recording system and likely conforms to known 1/f circadian variability. The preliminary evidence of 1/f slope increase during treatment response suggests a potential utility as a candidate biomarker for ongoing development of adaptive TRD-neuromodulation strategies.	2019	eng	Journal Article	United States	31314668	https://www.ncbi.nlm.nih.gov/pubmed/31314668	depression	-4320251915347436672
1409	1409	449	Current vascular pharmacology	Postprandial Hypertriglyceridaemia Revisited in the Era of Non-Fasting Lipid Profile Testing: A 2019 Expert Panel Statement, Narrative Review	Postprandial hypertriglyceridaemia, defined as an increase in plasma triglyceride-containing lipoproteins following a fat meal, is a potential risk predictor of atherosclerotic cardiovascular disease and other chronic diseases. Several non-modifiable factors (genetics, age, sex and menopausal status) and lifestyle factors (diet, physical activity, smoking status, obesity, alcohol and medication use) may influence postprandial hypertriglyceridaemia. This narrative review considers the studies published over the last decade that evaluated postprandial hypertriglyceridaemia. Additionally, the genetic determinants of postprandial plasma triglyceride levels, the types of meals for studying postprandial triglyceride response, and underlying conditions (e.g. familial dyslipidaemias, diabetes mellitus, metabolic syndrome, non-alcoholic fatty liver and chronic kidney disease) that are associated with postprandial hypertriglyceridaemia are reviewed; therapeutic aspects are also considered.	2019	eng	Review	United Arab Emirates	31309820	https://www.ncbi.nlm.nih.gov/pubmed/31309820	smoking	-5253644367331262405
1410	1410	12	Journal of nephrology	A simple risk score for prediction of sepsis associated-acute kidney injury in critically ill patients.	The novel risk score model for SA-AKI in ICU can identify patients at high risk to develop AKI. Application of this model could help clinicians to stratify patients for primary prevention, surveillance and early therapeutic intervention to improve care and prognosis of sepsis patients in ICU.	2019	eng	Journal Article	Italy	31313123	https://www.ncbi.nlm.nih.gov/pubmed/31313123	heart+disease	4950037926975347884
1411	1411	565	Magnetic resonance in medicine	Characterizing a short T	A liver short-T	2019	eng	Journal Article	United States	31270858	https://www.ncbi.nlm.nih.gov/pubmed/31270858	Cirrhosis	2405689222645002684
1412	1412	171	Advances in experimental medicine and biology	Sperm DNA Fragmentation: Mechanisms of Origin.	Spermatozoa have the task to deliver an intact paternal genome to the oocyte and to support a successful embryo development. The high levels of sperm DNA fragmentation (sDF) found in sub-/infertile men threat human reproduction and health of the offspring. Strategies to prevent the onset of this type of sperm damage are extensively sought.sDF can be induced by factors like lifestyle-related habits, diseases, drugs, aging, infections and exposure to pollutants. At the cell level, all these factors induce sperm DNA breaks by three main mechanisms: apoptosis, impairment of sperm chromatin maturation and oxidative stress. Apoptosis and defects in maturation of sperm chromatin appear to act in the testis and account for DNA breaks found in dead ejaculated spermatozoa, whereas oxidative stress is likely inducing sDF during the transit through the male genital tracts and accounting for DNA breaks observed in viable spermatozoa of the ejaculate. Oxidative stress appears to be also the main mechanism responsible for induction of sDF after ejaculation, during in vitro manipulation of spermatozoa. Whether or not mature spermatozoa are able to trigger a cell death program is not yet clarified. In particular, it is not clear whether apoptotic nucleases or reactive oxygen species are responsible for producing DNA breaks in ejaculated mature spermatozoa. Knowledge of the mechanisms inducing sDF is a valuable starting point to define possible therapeutic options that however are still far to be established.	2019	eng	Journal Article	United States	31301047	https://www.ncbi.nlm.nih.gov/pubmed/31301047	aging	4788854083489560153
1413	1413	426	Neuromolecular medicine	Altered Hippocampal-Prefrontal Dynamics Following Medial Prefrontal Stroke in Mouse.	Frontal infarcts can produce cognitive impairments that affect an individual's ability to function in everyday life. However, the precise types of deficits, and their underlying mechanisms, are not well-understood. Here we used a prefrontal photothrombotic stroke model in C57BL/6J mice to characterise specific cognitive changes that occur in the 6 weeks post-stroke. Behavioural experiments were paired with in vivo electrophysiology to assess whether changes in oscillatory communication between the prefrontal cortex (PFC) and the hippocampus (HPC) mirrored any observed behavioural changes. We found that mice in the stroke group exhibited a delayed onset impairment in tasks of spatial working memory (object location recognition and Y-maze) and that this correlated with reduced PFC-HPC theta band coherence (5-12 Hz) during the task. In the open field, mice in the stroke group exhibited hyperactivity as compared to controls, and stroke animals also exhibited significantly higher beta band activity (13-30 Hz) in the PFC and the HPC. Taken together our results suggest that infarcts in the PFC result in PFC-HPC oscillatory communication changes in the theta and beta bands, correlating with altered performance in spatial memory and open field tasks respectively. Of particular interest, early open field changes in PFC beta band power post-stroke correlated to later-stage spatial memory impairments, highlighting this as a potential biomarker for detecting when spatial memory impairments are likely to occur.	2019	eng	Journal Article	United States	31313065	https://www.ncbi.nlm.nih.gov/pubmed/31313065	stroke	3075810310719170278
1414	1414	181	Experimental and therapeutic medicine	Correlation between carotid intima-media roughness and cardiovascular risk factors.	Arterial intima-media roughness (IMR) may indicate an early manifestation of atherosclerosis. To date, few studies have been performed to quantitatively evaluate carotid IMR by ultrasonography (US). The aim of the present study was to analyze the effect of cardiovascular risk factors on carotid IMR. A total of 185 subjects were enrolled for US examination of carotid arteries. Carotid intima-media thickness (IMT) and IMR were measured in US images by a novel automatic software. According to the number of combined high-risk factors for coronary heart disease, subjects were assigned to four groups (risk groups 0, 1, 2 and 3+). IMR was lowest in risk group 0 (32.9±2.7 µm), higher in risk group 1 (64.5±6.9 µm; P<0.01 vs. risk group 0) and highest in risk groups 2 and 3+ (89.1±7.4 and 92.0±6.7 µm, respectively; P<0.01 vs. risk groups 0 and 1). According to a multivariate regression analysis, age, systolic blood pressure, smoking status and the triglyceride/high-density lipoprotein cholesterol ratio were significant predictors of IMR. There was a progressive increase in carotid artery plaque with increasing tertiles of IMR (4.9, 33.9 and 53.2% in tertiles 1, 2 and 3, respectively; P<0.05). Compared with that of subjects in the lowest tertile of IMR, those in the highest tertile had a significantly elevated risk of the presence of plaque in the carotid tree (odds ratio=10.61, 95%CI: 2.15-52.49, P=0.004). Quantification of carotid IMR from US images with this software is feasible, and carotid IMR, which may help estimate the extent of atherosclerosis, may be used as a complementary factor to stratify patients with cardiovascular risk factors.	2019	eng	Journal Article	Greece	31281436	https://www.ncbi.nlm.nih.gov/pubmed/31281436	heart+disease	3180608611815082945
1415	1415	146	Cardiology in the young	Long-term outcomes in adults with repaired tetralogy of Fallot and pulmonary atresia.	Based on a review of 221 adults with repaired tetralogy of Fallot and pulmonary atresia, all patients had re-operations and all-cause mortality rate was 1.7 events per 100 patient-years. The current study provides important outcomes data for risk stratification in adults with tetralogy of Fallot and pulmonary atresia.	2019	eng	Journal Article	England	31288878	https://www.ncbi.nlm.nih.gov/pubmed/31288878	heart+disease	216869981229779312
1416	1416	4	Biotechnology and applied biochemistry	Combinational effect of angiotensin receptor blocker and folic acid therapy on uric acid and creatinine level in hyperhomocysteinemia associated hypertension.	Homocysteine [HSCH2CH2CH(NH2)COOH] (Hcy), is a sulfur-containing amino acid of 135.18 Da of molecular weight, generated during conversion of methionine to cysteine. If there is a higher accumulation of Hcy in the blood, i.e. usually above 15 µmol/L, it leads to a condition referred to as hyperhomocysteinemia. A meta-analysis of observational study suggested an elevated concentration of Hcy in blood, which is termed as the risk factors leading to ischemic heart disease (IHD) and stroke. Further experimental studies stated that Hcy can lead to an increase in the proliferation of vascular smooth muscle cells and functional impairment of endothelial cells. The analyses confirmed some of the predictors for Hcy presence, such as serum uric acid (UA), systolic blood pressure, and hematocrit. However, angiotensin-converting enzyme inhibitors Angiotensin-converting enzyme (ACE) inhibitors and angiotensin converting enzyme inhibitors (ARBs) (except losartan) alone are inadequate for controlling UA and creatinine level, although the addition of folic acid may be beneficial in hypertensive patients who are known to have a high prevalence of elevated Hcy. We hypothesized that combination therapy with an ARB (olmesartan) and folic acid is a promising treatment for lowering the UA and creatinine level in hyperhomocysteinemia associated hypertension. This article is protected by copyright. All rights reserved.	2019	eng	Review	United States	31314127	https://www.ncbi.nlm.nih.gov/pubmed/31314127	heart+disease	1021466437456217445
1417	1417	773	Journal of the American Geriatrics Society	Association of 3-Year Multidomain Intervention and Omega-3 Supplementation with Frailty Incidence.	In community-dwelling older persons, the combination of a long-term lifestyle MI and omega-3 supplementation did not reduce frailty level or incidence. The reduction of frailty incidence associated with the combined intervention in a sensitivity analysis needs to be further confirmed.	2019	eng	Journal Article	United States	31169912	https://www.ncbi.nlm.nih.gov/pubmed/31169912	Alzheimer	-3037091822980174821
